assembly_name	status	n_regions	bp_extracted	est_bytes_fetched	seconds	bp_rdna_censat	bp_acro_parm	bp_unplaced_rdna	bp_5S_locus	n_acro_contigs_taken	n_acro_contigs_skipped	n_orientation_reversed	n_orientation_conflict	sequence_refetched	unplaced_tilescan_added	n_unplaced_tilescan_added	5S_method	5S_contig	5S_core	5S_left	5S_right	notes
HG02514_mat_hprc_r2_v1.0.1	ok	31	75286971	16909234	2.6	74474859	62518973	10343658	812112	7	0	1	0	False		0	chain_both_flanks	HG02514#2#CM098743.1	225989715-226201827	HG02514#2#CM098743.1:225831370-225989715(+,158245bp)	HG02514#2#CM098743.1:226201827-226401488(+,199580bp)	
HG02841_mat_hprc_r2_v1.0.1	ok	52	96638814	20650094	26.3	77851205	91691300	2493972	841315	24	5	8	1	True	HG02841#2#JBJKOH010000087.1	1	chain_both_flanks	HG02841#2#CM098668.1	228980234-229221549	HG02841#2#CM098668.1:228822001-228980234(+,158157bp)	HG02841#2#CM098668.1:229221549-229421780(+,199471bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 156694 bp)
HG02984_mat_hprc_r2_v1.0.1	ok	36	79422889	18404618	2.1	65680164	73489466	3578576	742629	13	2	2	0	False		0	chain_both_flanks	HG02984#2#JBJKON010000001.1	94190187-94332816	HG02984#2#JBJKON010000001.1:94033851-94190187(+,156275bp)	HG02984#2#JBJKON010000001.1:94332816-94533148(+,199539bp)	
HG03050_mat_hprc_r2_v1.0.1	ok	34	83442207	17756708	51.8	81202071	76692584	4227122	910274	19	1	2	0	True	HG03050#2#JBJKOL010000029.1,HG03050#2#JBJKOL010000057.1	2	chain_both_flanks	HG03050#2#CM098774.1	230165306-230475580	HG03050#2#CM098774.1:230006997-230165306(+,158229bp)	HG03050#2#CM098774.1:230475580-230675953(+,199504bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 1521453 bp)
NA20799_hap2_hprc_r2_v1.0.1	ok	34	81475514	19542977	32.2	68110545	66814537	12223897	824857	12	0	2	2	True	NA20799#2#JBJKOF010000024.1,NA20799#2#JBJKOF010000060.1	2	chain_both_flanks	NA20799#2#CM098713.1	233791861-234016718	NA20799#2#CM098713.1:233633657-233791861(+,158138bp)	NA20799#2#CM098713.1:234016718-234216323(+,199559bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 697668 bp)
HG01109_mat_hprc_r2_v1.0.1	ok	52	90933298	23471700	29.3	65347320	79792989	8971357	959794	13	0	1	0	True	HG01109#2#JAHEOZ020000046.1	1	chain_both_flanks	HG01109#2#JAHEOZ020000071.1	100911368-101271162	HG01109#2#JAHEOZ020000071.1:100753050-100911368(+,158202bp)	HG01109#2#JAHEOZ020000071.1:101271162-101471581(+,199542bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (19 screened, 9770680 bp)
HG02055_mat_hprc_r2_v1.0.1	ok	27	109589975	26657458	1.0	78645343	106142486	1401164	837158	13	2	4	0	False		0	chain_both_flanks	HG02055#2#JAHEPJ020000013.1	95072488-95309646	HG02055#2#JAHEPJ020000013.1:94914114-95072488(+,158265bp)	HG02055#2#JAHEPJ020000013.1:95309646-95510438(+,199473bp)	
HG02080_mat_hprc_r2_v1.0.1	ok	58	86970169	21651965	23.4	70694398	78321739	5995229	805353	23	3	2	0	True	HG02080#2#JAHEOV020000030.1	1	chain_both_flanks	HG02080#2#JAHEOV020000063.1	87961335-88166688	HG02080#2#JAHEOV020000063.1:87803038-87961335(+,158249bp)	HG02080#2#JAHEOV020000063.1:88166688-88367081(+,199466bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 6191363 bp)
HG02109_mat_hprc_r2_v1.0.1	ok	37	81201217	17836102	29.4	80309374	71757721	7003227	828041	12	0	5	0	True	HG02109#2#JAHEPF020000053.1	1	chain_both_flanks	HG02109#2#JAHEPF020000008.1	85836854-86064895	HG02109#2#JAHEPF020000008.1:85678580-85836854(+,158180bp)	HG02109#2#JAHEPF020000008.1:86064895-86264965(+,199341bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 297727 bp)
HG02723_mat_hprc_r2_v1.0.1	ok	30	89162210	19861339	26.9	71205293	83314354	3409985	825643	20	3	5	0	True	HG02723#2#JAHEOT020000011.1,HG02723#2#JAHEOT020000052.1	2	chain_both_flanks	HG02723#2#JAHEOT020000004.1	95692884-95918527	HG02723#2#JAHEOT020000004.1:95534604-95692884(+,158188bp)	HG02723#2#JAHEOT020000004.1:95918527-96118758(+,199470bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 2820674 bp)
HG02818_mat_hprc_r2_v1.0.1	ok	34	88312570	20816417	5.2	68923698	82073662	3769842	856839	20	1	3	0	False		0	chain_both_flanks	HG02818#2#CM091986.1	228005192-228262031	HG02818#2#CM091986.1:227846903-228005192(+,158186bp)	HG02818#2#CM091986.1:228262031-228462088(+,199447bp)	
HG03098_mat_hprc_r2_v1.0.1	ok	43	85927333	21167005	3.6	70619155	77171813	6727662	818690	21	2	1	0	False		0	chain_both_flanks	HG03098#2#JAHEPL020000011.1	50215629-50434319	HG03098#2#JAHEPL020000011.1:50059297-50215629(+,156273bp)	HG03098#2#JAHEPL020000011.1:50434319-50634002(+,199565bp)	
HG03486_mat_hprc_r2_v1.0.1	ok	54	107838580	29803606	7.7	54611454	97126524	8789423	713476	22	2	1	0	False		0	chain_both_flanks	HG03486#2#JAHEOP020000067.1	89705206-89818682	HG03486#2#JAHEOP020000067.1:89546890-89705206(+,158194bp)	HG03486#2#JAHEOP020000067.1:89818682-90018952(+,199448bp)	
NA18906_mat_hprc_r2_v1.0.1	ok	40	83887465	21688504	27.7	69540845	74816079	7071804	790414	15	0	2	0	True	NA18906#2#JAHEON020000041.1	1	chain_both_flanks	NA18906#2#CM091947.1	233204357-233394771	NA18906#2#CM091947.1:233046905-233204357(+,157358bp)	NA18906#2#CM091947.1:233394771-233594839(+,199501bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (9 screened, 10319533 bp)
NA20129_mat_hprc_r2_v1.0.1	ok	30	90238340	22003103	6.2	77349823	84743042	3397613	888517	13	2	3	0	False		0	chain_both_flanks	NA20129#2#CM092117.1	232277009-232565526	NA20129#2#CM092117.1:232118678-232277009(+,158235bp)	NA20129#2#CM092117.1:232565526-232765336(+,199426bp)	
NA21309_mat_hprc_r2_v1.0.1	ok	38	105625577	24864734	3.3	77312428	98827438	4364695	821216	20	5	9	0	False		0	chain_both_flanks	NA21309#2#CM092097.1	220379400-220600616	NA21309#2#CM092097.1:220221052-220379400(+,158169bp)	NA21309#2#CM092097.1:220600616-220801027(+,199484bp)	
HG00733_mat_hprc_r2_v1.0.1	ok	59	85413857	20636408	25.6	78754371	72829583	10500575	874531	24	0	12	0	True	HG00733#2#JAHEPP020000043.1,HG00733#2#JAHEPP020000085.1	2	chain_both_flanks	HG00733#2#JAHEPP020000012.1	90948430-91222961	HG00733#2#JAHEPP020000012.1:90790072-90948430(+,158233bp)	HG00733#2#JAHEPP020000012.1:91222961-91422870(+,199549bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 2333422 bp)
HG01243_mat_hprc_r2_v1.0.1	ok	31	75754023	16543528	32.9	71829640	71519827	2074186	950843	14	2	4	0	True	HG01243#2#JAHEOX020000083.1	1	chain_both_flanks	HG01243#2#JAHEOX020000063.1	220142311-220493154	HG01243#2#JAHEOX020000063.1:219983993-220142311(+,158202bp)	HG01243#2#JAHEOX020000063.1:220493154-220693569(+,199544bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (6 screened, 5141878 bp)
NA19240_mat_hprc_r2_v1.0.1	ok	29	83476170	20301209	3.0	70660736	74128371	7033036	702536	9	0	3	0	False		0	chain_both_flanks	NA19240#2#CM099613.1	218131844-218234380	NA19240#2#CM099613.1:217973526-218131844(+,158228bp)	NA19240#2#CM099613.1:218234380-218434160(+,199402bp)	
HG005_mat_hprc_r2_v1.0.1	ok	63	99988788	24391670	3.0	73324193	91276486	6355169	744905	29	3	10	0	False		0	chain_both_flanks	HG005#2#JAHEPN020000012.1	97892344-98037249	HG005#2#JAHEPN020000012.1:97734009-97892344(+,158215bp)	HG005#2#JAHEPN020000012.1:98037249-98236978(+,199613bp)	
HG00097_hap2_hprc_r2_v1.0.1	ok	35	78701585	16451816	29.3	76931787	73844796	2003921	800710	15	0	5	1	True	HG00097#2#JBIRDE010000009.1,HG00097#2#JBIRDE010000025.1	2	chain_both_flanks	HG00097#2#CM094075.1	231970488-232171198	HG00097#2#CM094075.1:231812141-231970488(+,158237bp)	HG00097#2#CM094075.1:232171198-232371128(+,199557bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 359405 bp)
HG00235_hap2_hprc_r2_v1.0.1	ok	26	89399428	19373845	30.3	87337606	79347146	7674968	765086	13	0	5	0	True	HG00235#2#JBIREE010000057.1	1	chain_both_flanks	HG00235#2#CM094394.1	225866466-226031552	HG00235#2#CM094394.1:225708229-225866466(+,158129bp)	HG00235#2#CM094394.1:226031552-226231730(+,199447bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 408965 bp)
HG00253_hap2_hprc_r2_v1.0.1	ok	27	85216498	17856913	0.6	84081694	71257254	11122815	821119	9	1	2	0	False		0	chain_both_flanks	HG00253#2#JBIREK010000005.1	84391931-84613050	HG00253#2#JBIREK010000005.1:84233594-84391931(+,158231bp)	HG00253#2#JBIREK010000005.1:84613050-84813003(+,199502bp)	
HG00272_hap2_hprc_r2_v1.0.1	ok	31	79387488	91460577	140.1	66200930	66673564	10331705	770000	12	0	1	0	True	HG00272#2#JBIRDO010000063.1	1	tile_scan_chr1	HG00272#2#CM094211.1	232815000-232985000			1 unplaced contig(s) without CenSat rDNA label added by tile screen (5 screened, 3608362 bp); 5S located by tile scan of 1 chr1 contigs (no usable chain)
HG00329_hap2_hprc_r2_v1.0.1	ok	26	82754904	18857346	3.3	82019180	71850895	8556056	735724	9	6	3	0	False		0	chain_both_flanks	HG00329#2#JBIRDQ010000013.1	88348671-88484395	HG00329#2#JBIRDQ010000013.1:88190327-88348671(+,158236bp)	HG00329#2#JBIRDQ010000013.1:88484395-88684649(+,199517bp)	
HG00344_hap2_hprc_r2_v1.0.1	ok	30	73961863	17639159	30.1	68240689	69727891	1849971	771778	14	1	3	0	True	HG00344#2#JBIREO010000058.1	1	chain_both_flanks	HG00344#2#CM094512.1	229698571-229870349	HG00344#2#CM094512.1:229540259-229698571(+,158290bp)	HG00344#2#CM094512.1:229870349-230069968(+,199586bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 107092 bp)
HG00350_hap2_hprc_r2_v1.0.1	ok	40	95524626	21958237	28.5	70447727	80705696	12289617	917084	16	0	4	1	True	HG00350#2#JBIREM010000055.1	1	chain_both_flanks	HG00350#2#JBIREM010000001.1	224744809-225061893	HG00350#2#JBIREM010000001.1:224586484-224744809(+,158218bp)	HG00350#2#JBIREM010000001.1:225061893-225261555(+,199570bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 107809 bp)
HG01167_hap2_hprc_r2_v1.0.1	ok	26	84894702	20144497	0.5	82776917	81355465	1115012	811997	15	0	2	0	False		0	chain_both_flanks	HG01167#2#CM094538.1	228847727-229059724	HG01167#2#CM094538.1:228689404-228847727(+,158206bp)	HG01167#2#CM094538.1:229059724-229259336(+,199583bp)	
HG03369_hap2_hprc_r2_v1.0.1	ok	42	89003084	20122851	26.2	88157257	79622713	7012090	756063	13	1	7	0	True	HG03369#2#JBIREC010000029.1	1	chain_both_flanks	HG03369#2#JBIREC010000035.1	82653865-82809928	HG03369#2#JBIREC010000035.1:82495581-82653865(+,158219bp)	HG03369#2#JBIREC010000035.1:82809928-83009960(+,199339bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 89764 bp)
HG03521_hap2_hprc_r2_v1.0.1	ok	41	87682493	19835057	40.7	83794382	76846394	7288190	944479	19	2	9	0	True	HG03521#2#JBIREG010000024.1,HG03521#2#JBIREG010000072.1	2	chain_both_flanks	HG03521#2#JBIREG010000050.1	234154322-234498801	HG03521#2#JBIREG010000050.1:233996019-234154322(+,158138bp)	HG03521#2#JBIREG010000050.1:234498801-234698477(+,199555bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 3911892 bp)
HG03784_hap2_hprc_r2_v1.0.1	ok	45	103041034	24792921	30.5	76100131	92402254	8193401	833150	21	2	8	1	True	HG03784#2#JBIRDM010000032.1	1	chain_both_flanks	HG03784#2#JBIRDM010000008.1	224240629-224473779	HG03784#2#JBIRDM010000008.1:224097233-224240629(+,138752bp)	HG03784#2#JBIRDM010000008.1:224473779-224673404(+,199589bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 120277 bp)
NA18565_hap2_hprc_r2_v1.0.1	ok	30	91272921	21487688	47.3	70815058	83355150	5621781	683762	15	2	5	0	True	NA18565#2#JBIRDY010000058.1	1	chain_both_flanks	NA18565#2#CM094338.1	223424039-223507801	NA18565#2#CM094338.1:223267323-223424039(+,156682bp)	NA18565#2#CM094338.1:223507801-223707488(+,199619bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 1404105 bp)
NA19682_hap2_hprc_r2_v1.0.1	ok	36	86472235	19617905	28.5	85231220	78536236	5540763	783008	15	1	7	0	True	NA19682#2#JBIRDK010000026.1,NA19682#2#JBIRDK010000065.1	2	chain_both_flanks	NA19682#2#JBIRDK010000005.1	86974454-87157462	NA19682#2#JBIRDK010000005.1:86816190-86974454(+,158188bp)	NA19682#2#JBIRDK010000005.1:87157462-87357879(+,199493bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 309898 bp)
NA19776_hap2_hprc_r2_v1.0.1	ok	34	82592904	19280807	2.7	81602256	78066227	2165002	749447	15	1	4	1	False		0	chain_both_flanks	NA19776#2#CM094044.1	225960618-226110065	NA19776#2#CM094044.1:225802353-225960618(+,158168bp)	NA19776#2#CM094044.1:226110065-226309673(+,199550bp)	
NA19835_hap2_hprc_r2_v1.0.1	ok	43	88580031	18613757	24.6	85008538	76332950	10241447	796466	17	0	5	0	True	NA19835#2#JBIRDA010000021.1,NA19835#2#JBIRDA010000061.1	2	chain_both_flanks	NA19835#2#CM094032.1	219873853-220070319	NA19835#2#CM094032.1:219715599-219873853(+,158141bp)	NA19835#2#CM094032.1:220070319-220270260(+,199500bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 492388 bp)
NA19909_hap2_hprc_r2_v1.0.1	ok	36	90035295	20086242	0.7	75992892	79509423	8336909	979816	16	2	4	0	False		0	chain_both_flanks	NA19909#2#CM094132.1	222252108-222631924	NA19909#2#CM094132.1:222093741-222252108(+,158357bp)	NA19909#2#CM094132.1:222631924-222831625(+,199616bp)	
NA20282_hap2_hprc_r2_v1.0.1	ok	25	82742370	18789521	4.6	81537399	75058397	5224034	847720	11	1	3	1	False		0	chain_both_flanks	NA20282#2#JBIRDU010000005.1	94995480-95243200	NA20282#2#JBIRDU010000005.1:94837120-94995480(+,158360bp)	NA20282#2#JBIRDU010000005.1:95243200-95442896(+,199614bp)	
NA20346_hap2_hprc_r2_v1.0.1	ok	57	87275485	20867118	32.5	62174975	80456337	4520058	686864	21	1	10	0	True	NA20346#2#JBIRDS010000076.1	1	chain_both_flanks	NA20346#2#CM094259.1	229443150-229530014	NA20346#2#CM094259.1:229284917-229443150(+,158146bp)	NA20346#2#CM094259.1:229530014-229730048(+,199529bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (7 screened, 3307904 bp)
NA20809_hap2_hprc_r2_v1.0.1	ok	45	91446801	22435805	7.3	62005794	82770279	6225534	838769	24	2	5	0	False		0	chain_both_flanks	NA20809#2#JBIREA010000057.1	79005719-79244488	NA20809#2#JBIREA010000057.1:78847382-79005719(+,158311bp)	NA20809#2#JBIREA010000057.1:79244488-79444883(+,199534bp)	
NA20850_hap2_hprc_r2_v1.0.1	ok	34	70314480	15917823	27.1	69455233	60815461	7145011	741780	8	0	0	0	True	NA20850#2#JBIRDW010000018.1	1	chain_both_flanks	NA20850#2#CM094302.1	224825264-224967044	NA20850#2#CM094302.1:224668536-224825264(+,156657bp)	NA20850#2#CM094302.1:224967044-225166698(+,199616bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 115593 bp)
NA21102_hap2_hprc_r2_v1.0.1	ok	32	81416043	19372972	0.5	68161446	70167950	8761359	874506	11	0	1	0	False		0	chain_both_flanks	NA21102#2#JBIREI010000035.1	228623664-228898170	NA21102#2#JBIREI010000035.1:228465348-228623664(+,158211bp)	NA21102#2#JBIREI010000035.1:228898170-229098583(+,199510bp)	
NA21144_hap2_hprc_r2_v1.0.1	ok	37	89462567	21567667	18.4	76252443	80981994	6067602	800744	14	4	3	0	True	NA21144#2#JBIRDG010000024.1,NA21144#2#JBIRDG010000025.1,NA21144#2#JBIRDG010000044.1	3	chain_both_flanks	NA21144#2#CM094106.1	227249710-227450454	NA21144#2#CM094106.1:227091250-227249710(+,158233bp)	NA21144#2#CM094106.1:227450454-227650099(+,199608bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 354411 bp)
HG00735_mat_hprc_r2_v1.0.1	ok	26	71629096	17666973	27.9	54640501	60662954	8991844	765130	12	3	1	1	True	HG00735#2#JAHBCG030000025.1	1	chain_both_flanks	HG00735#2#JAHBCG030000012.1	98714653-98879783	HG00735#2#JAHBCG030000012.1:98556296-98714653(+,158273bp)	HG00735#2#JAHBCG030000012.1:98879783-99080253(+,199489bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (12 screened, 11254402 bp)
HG02155_hap2_hprc_r2_v1.0.1	ok	41	94932085	22542356	41.0	68598911	80006369	12544064	769424	22	0	8	0	True	HG02155#2#JBIECC010000022.1,HG02155#2#JBIECC010000024.1	2	chain_both_flanks	HG02155#2#JBIECC010000004.1	88347020-88516444	HG02155#2#JBIECC010000004.1:88188791-88347020(+,158151bp)	HG02155#2#JBIECC010000004.1:88516444-88716059(+,199520bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 3417759 bp)
HG02630_mat_hprc_r2_v1.0.1	ok	51	105179746	26664074	8.8	80312198	91767112	11414025	789452	17	0	1	1	False		0	chain_both_flanks	HG02630#2#JAHAOP020000002.1	86503715-86693167	HG02630#2#JAHAOP020000002.1:86345409-86503715(+,158226bp)	HG02630#2#JAHAOP020000002.1:86693167-86893506(+,199447bp)	
HG03139_hap2_hprc_r2_v1.0.1	ok	32	71334971	15531570	22.9	69844814	67770915	1047412	904416	15	1	5	2	True	HG03139#2#JBIEBY010000021.1,HG03139#2#JBIEBY010000059.1,HG03139#2#JBIEBY010000063.1	3	chain_flanks_split_contigs			HG03139#2#JBIEBY010000001.1:225138271-225296504(+,158137bp)	HG03139#2#JBIEBY010000044.1:157805-357862(+,199371bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 217095 bp); 5S lift partial: chain_flanks_split_contigs
HG03470_hap2_hprc_r2_v1.0.1	ok	43	96271009	21264573	27.0	79542935	90519991	3188539	950252	21	0	8	0	True	HG03470#2#JBICSG010000019.1,HG03470#2#JBICSG010000034.1,HG03470#2#JBICSG010000066.1	3	chain_both_flanks	HG03470#2#CM091866.1	227506373-227856625	HG03470#2#CM091866.1:227348159-227506373(+,158143bp)	HG03470#2#CM091866.1:227856625-228056659(+,199549bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 414714 bp)
HG03579_mat_hprc_r2_v1.0.1	ok	51	86516495	18221557	0.8	84497177	78304489	5829998	769780	28	1	11	0	False		0	chain_both_flanks	HG03579#2#JAGYVT020000010.1	87079712-87249492	HG03579#2#JAGYVT020000010.1:86921337-87079712(+,158251bp)	HG03579#2#JAGYVT020000010.1:87249492-87449863(+,199502bp)	
NA20805_hap2_hprc_r2_v1.0.1	ok	38	85586826	20653733	2.8	72459488	75510558	8098118	768982	16	1	4	1	False		0	chain_both_flanks	NA20805#2#JBIECA010000044.1	227970312-228139294	NA20805#2#JBIECA010000044.1:227811961-227970312(+,158234bp)	NA20805#2#JBIECA010000044.1:228139294-228338935(+,199565bp)	
NA18940_hap1_hprc_r2_v1.0.1	ok	11	65471697	14796267	0.9	52762768	62747491	0	708929	5	0	0	0	False		0	chain_both_flanks	NA18940#1#CM101701.1	224625065-224733994	NA18940#1#CM101701.1:224466740-224625065(+,158216bp)	NA18940#1#CM101701.1:224733994-224933647(+,199547bp)	
NA18943_hap1_hprc_r2_v1.0.1	ok	25	68985466	15559384	31.6	67875628	64163825	1801628	724536	12	1	2	1	True	NA18943#1#JBKACI010000041.1,NA18943#1#JBKACI010000048.1	2	chain_both_flanks	NA18943#1#JBKACI010000001.1	226395119-226519655	NA18943#1#JBKACI010000001.1:226236778-226395119(+,158222bp)	NA18943#1#JBKACI010000001.1:226519655-226719361(+,199586bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 293963 bp)
NA18944_hap1_hprc_r2_v1.0.1	ok	25	76526778	17166296	24.7	74708810	71468191	2253413	789897	13	0	5	2	True	NA18944#1#JBKACG010000041.1,NA18944#1#JBKACG010000043.1,NA18944#1#JBKACG010000054.1	3	chain_both_flanks	NA18944#1#CM101641.1	237658601-237848498	NA18944#1#CM101641.1:237500286-237658601(+,158200bp)	NA18944#1#CM101641.1:237848498-238048478(+,199553bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 1110743 bp)
NA18945_hap1_hprc_r2_v1.0.1	ok	21	69379725	14905488	31.4	67904663	65842740	791775	729933	10	0	3	0	True	NA18945#1#JBKACE010000034.1	1	chain_both_flanks	NA18945#1#CM101611.1	237005162-237135095	NA18945#1#CM101611.1:236847424-237005162(+,157641bp)	NA18945#1#CM101611.1:237135095-237334748(+,199562bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 234397 bp)
NA18948_hap1_hprc_r2_v1.0.1	ok	22	68430699	15885552	2.2	67663715	63876104	1772334	766984	8	0	1	1	False		0	chain_both_flanks	NA18948#1#CM101596.1	231764136-231931120	NA18948#1#CM101596.1:231605856-231764136(+,158209bp)	NA18948#1#CM101596.1:231931120-232130792(+,199620bp)	
NA18959_hap1_hprc_r2_v1.0.1	ok	25	77362025	18271265	24.9	63672530	69922522	5073438	753869	13	1	3	0	True	NA18959#1#JBKACA010000027.1	1	chain_both_flanks	NA18959#1#CM101543.1	231202470-231356339	NA18959#1#CM101543.1:231044192-231202470(+,158194bp)	NA18959#1#CM101543.1:231356339-231555968(+,199577bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (3 screened, 2318832 bp)
NA18960_hap1_hprc_r2_v1.0.1	ok	28	73385839	15540129	16.2	72072478	69325673	1331198	713691	15	1	1	0	True	NA18960#1#JBKABY010000040.1	1	chain_both_flanks	NA18960#1#CM101526.1	227472153-227585844	NA18960#1#CM101526.1:227313899-227472153(+,158175bp)	NA18960#1#CM101526.1:227585844-227785914(+,199542bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 1110748 bp)
NA18967_hap1_hprc_r2_v1.0.1	ok	26	83694771	17709966	7.5	62178097	75929195	4998817	751482	14	3	1	0	False		0	chain_both_flanks	NA18967#1#JBKABW010000001.1	226231622-226383104	NA18967#1#JBKABW010000001.1:226073319-226231622(+,158207bp)	NA18967#1#JBKABW010000001.1:226383104-226582725(+,199578bp)	
NA18970_hap1_hprc_r2_v1.0.1	ok	19	65646424	14334799	23.7	64122123	61345293	1522918	762936	9	5	1	0	True	NA18970#1#JBKABU010000031.1	1	chain_both_flanks	NA18970#1#CM101465.1	224235245-224398181	NA18970#1#CM101465.1:224076907-224235245(+,158265bp)	NA18970#1#CM101465.1:224398181-224598137(+,199602bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 451715 bp)
NA18982_hap1_hprc_r2_v1.0.1	ok	30	72958449	15669726	1.1	72025292	62234543	7954902	753727	15	0	4	0	False		0	chain_both_flanks	NA18982#1#JBKABS010000001.1	233057357-233211084	NA18982#1#JBKABS010000001.1:232899021-233057357(+,158236bp)	NA18982#1#JBKABS010000001.1:233211084-233410720(+,199583bp)	
NA18940_hap2_hprc_r2_v1.0.1	ok	12	77789328	17774863	1.6	64825686	74865652	0	883244	6	0	0	0	False		0	chain_both_flanks	NA18940#2#CM101714.1	224560308-224843552	NA18940#2#CM101714.1:224402021-224560308(+,158231bp)	NA18940#2#CM101714.1:224843552-225043569(+,199540bp)	
NA18943_hap2_hprc_r2_v1.0.1	ok	17	74851610	16218583	19.5	74006419	69027589	3428844	782949	7	0	1	0	True	NA18943#2#JBKACJ010000035.1	1	chain_both_flanks	NA18943#2#CM101685.1	226974312-227157261	NA18943#2#CM101685.1:226816037-226974312(+,158229bp)	NA18943#2#CM101685.1:227157261-227356973(+,199316bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 62242 bp)
NA18944_hap2_hprc_r2_v1.0.1	ok	38	75452694	16877077	20.5	73830745	70758213	2292461	789792	15	1	5	1	True	NA18944#2#JBKACH010000034.1	1	chain_both_flanks	NA18944#2#CM101671.1	228603911-228793703	NA18944#2#CM101671.1:228445624-228603911(+,158183bp)	NA18944#2#CM101671.1:228793703-228993336(+,199584bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (1 screened, 217480 bp)
NA18945_hap2_hprc_r2_v1.0.1	ok	21	66761038	14686917	4.1	65077178	63687047	676664	785099	11	4	1	0	False		0	chain_both_flanks	NA18945#2#CM101626.1	228743318-228928417	NA18945#2#CM101626.1:228584994-228743318(+,158213bp)	NA18945#2#CM101626.1:228928417-229128712(+,199440bp)	
NA18948_hap2_hprc_r2_v1.0.1	ok	28	75488676	16243738	28.3	74174175	71032667	1648051	769307	11	1	4	1	True	NA18948#2#JBKACD010000051.1,NA18948#2#JBKACD010000054.1	2	chain_both_flanks	NA18948#2#JBKACD010000001.1	232678115-232847422	NA18948#2#JBKACD010000001.1:232519821-232678115(+,158203bp)	NA18948#2#JBKACD010000001.1:232847422-233047753(+,199440bp)	2 unplaced contig(s) without CenSat rDNA label added by tile screen (4 screened, 605703 bp)
NA18959_hap2_hprc_r2_v1.0.1	ok	37	84311356	19538384	24.0	83234762	78873789	1532679	765172	15	0	3	0	True	NA18959#2#JBKACB010000029.1	1	chain_both_flanks	NA18959#2#JBKACB010000001.1	237004312-237169484	NA18959#2#JBKACB010000001.1:236845969-237004312(+,158269bp)	NA18959#2#JBKACB010000001.1:237169484-237369168(+,199367bp)	1 unplaced contig(s) without CenSat rDNA label added by tile screen (2 screened, 1552916 bp)
NA18960_hap2_hprc_r2_v1.0.1	ok	40	81976159	18923573	3.8	80653421	72026172	7238231	809834	13	0	3	1	False		0	chain_both_flanks	NA18960#2#JBKABZ010000001.1	220145145-220354979	NA18960#2#JBKABZ010000001.1:219986839-220145145(+,158207bp)	NA18960#2#JBKABZ010000001.1:220354979-220554616(+,199567bp)	
NA18967_hap2_hprc_r2_v1.0.1	ok	36	72530619	16976892	21.9	58454771	67082804	2224045	811904	15	3	3	0	True	NA18967#2#JBKABX010000050.1,NA18967#2#JBKABX010000053.1,NA18967#2#JBKABX010000059.1	3	chain_both_flanks	NA18967#2#CM101510.1	223137736-223349640	NA18967#2#CM101510.1:222979409-223137736(+,158227bp)	NA18967#2#CM101510.1:223349640-223549943(+,199476bp)	3 unplaced contig(s) without CenSat rDNA label added by tile screen (6 screened, 564435 bp)
